0,0
4,0.533521127
11.51515152,1.440119505
24.84848485,1.855655143
38.18181818,2.327528809
51.51515152,2.622705933
64.84848485,2.764233888
78.18181818,2.777720871
87.87878788,2.798890312
89.86225895,3.441888798
76.96969697,3.799658557
63.63636364,4.106274008
50.3030303,4.528126334
42.42424242,5.371176554
40.60606061,6.430900555
43.03030303,7.261545028
47.27272727,7.901792574
53.33333333,8.485446009
59.39393939,8.963465642
64.12121212,9.69819889
68.24242424,10.30588135
72.72727273,11.11651729
75.15151515,12.01758429
75.75757576,12.91890738
71.51515152,13.49227486
61.21212121,13.87870252
47.87878788,14.14690568
33.33333333,14.3026035
21.03896104,14.65565514
33.33333333,15.07341016
45.45454545,15.420828
56.36363636,16.10786741
68.48484848,16.72274861
75.75757576,16.97524541
78.18181818,17.42748613
68.91774892,18.20464606
78.18181818,19.14391805
88.48484848,19.87134016
97.57575758,20.50939577
103.6363636,21.00887751
106.6666667,21.64694836
102.4242424,22.44835071
98.18181818,23.48945796
110.9090909,24.03303457
119.3939394,24.64046095
118.7878788,25.23679044
115.1515152,25.81476739
109.6969697,26.39581733
103.6363636,27.1346991
97.57575758,28.02951649
106.0606061,28.89927443
119.3939394,29.49662825
132.7272727,29.8993598
146.0606061,30.26111822
159.3939394,30.52044388
172.8787879,30.68691848
185.4545455,30.86402049
198.989899,31.02361645
212.4579125,31.14065538
226.0606061,31.26393513
239.2727273,31.39165173
252.5757576,31.49259496
265.5218855,31.57136624
279.2592593,31.67584768
293.0909091,31.76435339
306.0606061,31.84933845
319.3939394,31.89355527
332.7272727,31.9915493
346.5454545,32.12020487
359.6363636,32.27047375
372.7272727,32.51600512
383.6363636,32.96031949
385.1282051,34.16135789
400.6060606,34.5735382
413.9393939,34.74579599
427.2727273,34.94878361
440.6060606,35.17225779
453.9393939,35.34963722
467.2727273,35.48604353
481.8181818,35.62740077
495.1515152,35.83038839
508.4848485,36.08715322
521.8181818,36.45147247
529.0909091,36.77055058
530.3030303,37.25113103
520.6060606,37.63986342
507.2727273,37.85172855
493.9393939,38.10968843
480.6060606,38.48800683
467.2727273,38.82791293
453.9393939,39.18574477
440.6060606,39.54869825
427.2727273,39.85787452
413.9393939,40.13119932
400.6060606,40.41220657
387.2727273,40.74699104
373.9393939,41.09201878
360.6060606,41.38839095
347.2727273,41.56952625
333.9393939,41.70285958
320.7272727,41.79708067
306.1952862,41.95061412
292.5925926,42.07772561
279.2424242,42.2001067
266.0606061,42.32872386
253.1313131,42.49642908
237.7777778,42.73020344
223.9057239,42.95750937
211.5151515,43.12513871
197.9124579,43.286679
184.4848485,43.46697397
171.5151515,43.6813487
158.1818182,43.97516005
144.8484848,44.37652582
135.959596,45.27671483
146.0606061,45.90772514
158.1818182,46.28445014
167.2727273,46.89193342
176.969697,47.5976099
189.6969697,48.13205292
203.030303,48.62953478
216.3636364,49.06043534
229.6969697,49.49645753
243.030303,49.86845924
256.3636364,50.23790013
269.6969697,50.66111822
276.969697,51.2004268
274.4242424,51.85055058
261.3468013,52.19793238
246.0606061,52.33154076
233.3333333,52.33333333
220,52.33521127
201.2121212,52.39419548
183.7710438,52.47802912
169.0909091,52.65224072
155.3939394,52.90769099
143.4937611,53.5481409
155.7575758,54.08760848
168.969697,54.2691592
182.3030303,54.44192915
195.7575758,54.67665386
204.2424242,54.87264191
206.6666667,55.37203965
194.5454545,55.77285531
181.2121212,56.02313274
167.8787879,56.22987623
154.5454545,56.45710627
141.2121212,56.68945796
127.8787879,57.0472898
119.3939394,57.92790226
126.6666667,58.91941955
140,59.29654289
153.3333333,59.64549723
166.6666667,59.96884336
180,60.35535638
190.3030303,61.0577038
197.5757576,61.73743064
202.4242424,62.36585574
204.2424242,63.74588135
206.0606061,64.47801963
207.8787879,65.15381989
209.4949495,66.04561104
212.1212121,66.84336321
214.5454545,67.81485275
216.969697,68.63141272
